ID,First Name,Last Name,Position,Team,Opponent,Game,Time,Salary,FPPG,Injury Status,Starting
nba.p.6438,CJ,Elleby,SF,POR,DEN,POR@DEN,9:00PM EDT,10,4.6," "," "
nba.p.4175,Paul,Millsap,C,DEN,POR,POR@DEN,9:00PM EDT,10,20.7," "," "
nba.p.4480,JaVale,McGee,C,DEN,POR,POR@DEN,9:00PM EDT,10,18.2," "," "
nba.p.5016,Austin,Rivers,SG,DEN,POR,POR@DEN,9:00PM EDT,13,16.1," "," "
nba.p.5074,Will,Barton,SG,DEN,POR,POR@DEN,9:00PM EDT,15,24.6,INJ," "
nba.p.5262,JaMychal,Green,PF,DEN,POR,POR@DEN,9:00PM EDT,10,16.6," "," "
nba.p.5295,Aaron,Gordon,PF,DEN,POR,POR@DEN,9:00PM EDT,16,25.7," "," "
nba.p.5352,Nikola,Jokic,C,DEN,POR,POR@DEN,9:00PM EDT,51,54.3," "," "
nba.p.5638,Jamal,Murray,PG,DEN,POR,POR@DEN,9:00PM EDT,10,35.9,INJ," "
nba.p.5746,Shaquille,Harrison,PG,DEN,POR,POR@DEN,9:00PM EDT,10,6.5," "," "
nba.p.5862,Vlatko,Cancar,SF,DEN,POR,POR@DEN,9:00PM EDT,10,4.7," "," "
nba.p.5864,Monte,Morris,SG,DEN,POR,POR@DEN,9:00PM EDT,13,20.1," "," "
nba.p.5886,PJ,Dozier,SG,DEN,POR,POR@DEN,9:00PM EDT,12,17.1,O," "
nba.p.6025,Michael,Porter Jr.,SF,DEN,POR,POR@DEN,9:00PM EDT,28,32.4," "," "
nba.p.6232,Bol,Bol,PF,DEN,POR,POR@DEN,9:00PM EDT,10,4.1," "," "
nba.p.6414,Zeke,Nnaji,PF,DEN,POR,POR@DEN,9:00PM EDT,10,6.1," "," "
nba.p.6466,Markus,Howard,PG,DEN,POR,POR@DEN,9:00PM EDT,10,4.7," "," "
nba.p.6468,Facundo,Campazzo,PG,DEN,POR,POR@DEN,9:00PM EDT,20,18.0," "," "
nba.p.4884,Tristan,Thompson,C,BOS,BKN,BOS@BKN,7:30PM EDT,17,21.8," "," "
nba.p.4890,Kemba,Walker,PG,BOS,BKN,BOS@BKN,7:30PM EDT,27,33.1,GTD," "
nba.p.5054,Evan,Fournier,SF,BOS,BKN,BOS@BKN,7:30PM EDT,23,28.3," "," "
nba.p.5293,Jabari,Parker,PF,BOS,BKN,BOS@BKN,7:30PM EDT,10,11.6," "," "
nba.p.5317,Marcus,Smart,SG,BOS,BKN,BOS@BKN,7:30PM EDT,25,29.8," "," "
nba.p.5602,Jaylen,Brown,SF,BOS,BKN,BOS@BKN,7:30PM EDT,10,39.5,INJ," "
nba.p.5765,Jayson,Tatum,PF,BOS,BKN,BOS@BKN,7:30PM EDT,47,44.8," "," "
nba.p.5850,Semi,Ojeleye,PF,BOS,BKN,BOS@BKN,7:30PM EDT,10,8.9," "," "
nba.p.5903,Luke,Kornet,C,BOS,BKN,BOS@BKN,7:30PM EDT,10,9.8," "," "
nba.p.6038,Robert,Williams,C,BOS,BKN,BOS@BKN,7:30PM EDT,21,25.5,GTD," "
nba.p.6176,Romeo,Langford,SF,BOS,BKN,BOS@BKN,7:30PM EDT,10,8.3," "," "
nba.p.6210,Grant,Williams,PF,BOS,BKN,BOS@BKN,7:30PM EDT,10,11.0," "," "
nba.p.6221,Carsen,Edwards,PG,BOS,BKN,BOS@BKN,7:30PM EDT,10,5.9," "," "
nba.p.6239,Tremont,Waters,PG,BOS,BKN,BOS@BKN,7:30PM EDT,10,8.2," "," "
nba.p.6268,Tacko,Fall,C,BOS,BKN,BOS@BKN,7:30PM EDT,10,9.1," "," "
nba.p.6406,Aaron,Nesmith,SF,BOS,BKN,BOS@BKN,7:30PM EDT,10,9.8," "," "
nba.p.6418,Payton,Pritchard,PG,BOS,BKN,BOS@BKN,7:30PM EDT,10,14.1," "," "
nba.p.4244,Kevin,Durant,SF,BKN,BOS,BOS@BKN,7:30PM EDT,48,47.4," "," "
nba.p.4247,Jeff,Green,PF,BKN,BOS,BOS@BKN,7:30PM EDT,13,19.8,INJ," "
nba.p.4497,DeAndre,Jordan,C,BKN,BOS,BOS@BKN,7:30PM EDT,10,21.6," "," "
nba.p.4561,Blake,Griffin,PF,BKN,BOS,BOS@BKN,7:30PM EDT,12,22.6," "," "
nba.p.4563,James,Harden,PG,BKN,BOS,BOS@BKN,7:30PM EDT,52,52.5," "," "
nba.p.4840,Kyrie,Irving,SG,BKN,BOS,BOS@BKN,7:30PM EDT,40,45.1," "," "
nba.p.5344,Joe,Harris,SF,BKN,BOS,BOS@BKN,7:30PM EDT,17,23.0," "," "
nba.p.5349,Spencer,Dinwiddie,PG,BKN,BOS,BOS@BKN,7:30PM EDT,10,17.7,INJ," "
nba.p.5376,Tyler,Johnson,PG,BKN,BOS,BOS@BKN,7:30PM EDT,10,9.8," "," "
nba.p.5655,Timothe,Luwawu-Cabarrot,SF,BKN,BOS,BOS@BKN,7:30PM EDT,10,11.7," "," "
nba.p.5874,Mike,James,PG,BKN,BOS,BOS@BKN,7:30PM EDT,10,15.1," "," "
nba.p.6037,Landry,Shamet,SG,BKN,BOS,BOS@BKN,7:30PM EDT,10,14.7," "," "
nba.p.6053,Bruce,Brown,SF,BKN,BOS,BOS@BKN,7:30PM EDT,10,20.6," "," "
nba.p.6061,Alize,Johnson,PF,BKN,BOS,BOS@BKN,7:30PM EDT,10,13.3,O," "
nba.p.6119,Chris,Chiozza,PG,BKN,BOS,BOS@BKN,7:30PM EDT,10,10.1," "," "
nba.p.6219,Nicolas,Claxton,C,BKN,BOS,BOS@BKN,7:30PM EDT,10,18.8," "," "
nba.p.6449,Reggie,Perry,C,BKN,BOS,BOS@BKN,7:30PM EDT,10,7.9," "," "
